first,last,team,year,games_played,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,pfgm,pfg3m,pftm
Julius,Erving,PHI,1980,82.0,35:02:00,9.68,18.59,0.05,0.22,5.15,6.54,2.28,5.83,8.01,4.44,2.62,1.73,3.4,2.84,24.56,0.5207100591715976,0.2272727272727273,0.7874617737003059
Eddie,Johnson,ATL,1980,75.0,35:55:00,7.64,15.16,0.08,0.32,3.72,4.75,0.68,0.95,2.39,5.47,1.54,0.11,2.7,2.53,19.08,0.503957783641161,0.25,0.7831578947368422
Artis,Gilmore,CHI,1980,81.0,34:31:00,6.67,9.93,0.0,0.0,4.56,6.46,3.42,6.84,10.06,2.15,0.77,2.43,3.31,3.58,17.89,0.6717019133937563,0.0,0.7058823529411764
Reggie,Theus,CHI,1980,81.0,34:20:00,6.58,13.38,0.22,1.09,5.46,6.75,1.5,1.73,3.56,5.41,1.73,0.28,3.65,3.14,18.84,0.491778774289985,0.20183486238532108,0.8088888888888889
Larry,Bird,BOS,1980,82.0,39:30:00,8.77,18.33,0.24,0.92,3.45,4.0,2.71,10.53,10.91,5.5,2.61,0.84,3.69,2.91,21.23,0.4784506273867976,0.2608695652173913,0.8625
Robert,Parish,BOS,1980,82.0,28:01:00,7.74,14.22,0.0,0.01,3.44,4.84,3.86,7.43,9.48,1.77,1.1,3.0,2.41,3.78,18.93,0.5443037974683544,0.0,0.7107438016528925
Nate,Archibald,BOS,1980,80.0,35:15:00,4.78,9.58,0.0,0.09,4.28,5.24,0.11,1.28,2.2,7.73,1.24,0.22,3.61,2.5,13.83,0.4989561586638831,0.0,0.816793893129771
Micheal,Ray Richardson,NYK,1980,78.0,40:06:00,6.59,14.13,0.29,1.39,2.83,4.26,2.21,3.86,6.9,7.99,3.66,0.42,3.67,3.27,16.31,0.46638358103326255,0.20863309352517986,0.6643192488262911
Marques,Johnson,MIL,1980,76.0,33:26:00,8.37,15.17,0.0,0.13,3.54,5.04,2.32,3.58,6.79,4.54,1.5,0.55,2.59,2.58,20.28,0.5517468688200395,0.0,0.7023809523809523
Bobby,Jones,PHI,1980,81.0,25:15:00,5.02,9.32,0.0,0.04,3.48,4.28,1.83,2.94,5.37,2.79,1.39,0.99,1.76,2.75,13.53,0.53862660944206,0.0,0.8130841121495327
Mike,Mitchell,CLE,1980,82.0,38:57:00,10.4,21.84,0.05,0.11,3.68,4.7,2.59,3.53,6.12,1.7,0.75,0.63,2.27,2.43,24.54,0.4761904761904762,0.4545454545454546,0.7829787234042553
Paul,Westphal,SEA,1980,36.0,29:56:00,6.14,13.89,0.17,0.69,4.25,5.11,0.31,1.58,1.89,4.11,1.11,0.46,2.17,1.94,16.69,0.44204463642908565,0.24637681159420294,0.831702544031311
George,Gervin,SAS,1980,82.0,33:43:00,10.37,21.11,0.11,0.44,6.24,7.56,1.39,3.33,5.11,3.17,1.15,0.63,3.38,2.59,27.09,0.4912363808621506,0.25,0.8253968253968255
Kareem,Abdul-Jabbar,LAL,1980,80.0,37:12:00,10.45,18.21,0.0,0.01,5.29,6.9,2.51,7.76,10.26,3.4,0.75,2.87,3.08,3.05,26.19,0.5738605161998901,0.0,0.7666666666666666
Walter,Davis,PHO,1980,78.0,27:58:00,7.6,14.12,0.09,0.22,2.68,3.21,0.79,1.72,2.56,3.87,1.26,0.15,2.85,2.46,17.97,0.5382436260623229,0.40909090909090906,0.8348909657320873
Adrian,Dantley,UTA,1980,77.0,42:35:00,11.29,20.13,0.03,0.06,7.86,9.79,2.33,3.19,6.22,4.05,1.47,0.22,3.54,3.07,30.45,0.5608544461003477,0.5,0.8028600612870277
Jamaal,Wilkes,LAL,1980,81.0,37:22:00,9.7,18.46,0.01,0.16,3.14,4.14,1.79,3.6,5.37,2.9,1.5,0.35,2.61,2.75,22.56,0.5254604550379197,0.0625,0.7584541062801933
Dennis,Johnson,PHO,1980,79.0,33:06:00,6.73,15.44,0.14,0.65,5.2,6.34,2.04,2.52,4.59,3.68,1.72,0.76,2.63,3.09,18.81,0.4358808290155441,0.2153846153846154,0.8201892744479495
Moses,Malone,HOU,1980,77.0,40:26:00,10.03,19.29,0.01,0.03,7.62,10.08,7.0,9.54,14.82,1.78,1.07,1.92,4.04,2.79,27.69,0.5199585277345775,0.33333333333333337,0.7559523809523809
Truck,Robinson,PHO,1980,82.0,37:39:00,7.89,15.61,0.0,0.0,3.04,4.83,2.64,7.08,9.62,2.51,0.83,0.46,3.05,2.68,18.82,0.5054452274183215,0.0,0.629399585921325
Jack,Sikma,SEA,1980,82.0,35:36:00,7.26,15.99,0.0,0.06,4.15,5.04,2.28,8.11,10.39,3.04,1.05,1.16,2.45,3.44,18.66,0.4540337711069418,0.0,0.8234126984126985
Otis,Birdsong,KCK,1980,71.0,36:32:00,10.01,18.39,0.14,0.56,4.46,6.41,1.69,1.93,3.63,3.28,1.35,0.25,2.34,2.42,24.63,0.5443175638934203,0.25,0.6957878315132605
Julius,Erving,PHI,1981,81.0,34:25:00,9.63,17.63,0.04,0.14,5.07,6.65,2.5,4.5,6.88,3.94,2.37,1.74,2.76,2.83,24.37,0.5462280204197392,0.2857142857142857,0.762406015037594
Larry,Bird,BOS,1981,77.0,37:56:00,9.23,18.36,0.14,0.66,4.26,4.96,3.09,8.82,10.87,5.81,2.11,1.02,3.56,3.17,22.87,0.502723311546841,0.21212121212121213,0.8588709677419355
Nate,Archibald,BOS,1981,68.0,31:52:00,4.53,9.59,0.09,0.23,3.47,4.62,0.06,0.82,1.71,7.96,0.56,0.0,2.78,1.93,12.62,0.4723670490093848,0.3913043478260869,0.7510822510822511
Isiah,Thomas,DET,1981,72.0,33:45:00,6.29,14.81,0.24,0.84,4.19,5.96,0.36,0.79,2.97,7.86,2.9,0.32,3.76,3.51,17.01,0.42471303173531394,0.2857142857142857,0.703020134228188
Artis,Gilmore,CHI,1981,82.0,34:05:00,6.66,10.2,0.01,0.01,5.17,6.73,3.25,6.75,10.21,1.67,0.83,2.88,3.48,3.5,18.5,0.6529411764705882,1.0,0.7682020802377414
Sidney,Moncrief,MIL,1981,80.0,37:19:00,6.95,13.29,0.01,0.18,5.85,7.16,2.82,3.91,6.66,4.78,1.75,0.29,2.57,2.58,19.76,0.5229495861550038,0.05555555555555556,0.8170391061452513
Buck,Williams,NJN,1981,78.0,34:16:00,6.26,10.6,0.0,0.0,2.99,4.78,5.2,8.9,12.06,1.27,0.82,1.09,3.24,3.54,15.5,0.590566037735849,0.0,0.6255230125523012
Robert,Parish,BOS,1981,80.0,31:41:00,8.36,15.44,0.0,0.0,3.15,4.44,4.62,8.46,10.83,1.75,1.05,2.74,3.0,3.36,19.88,0.5414507772020725,0.0,0.7094594594594594
Micheal,Ray Richardson,NYK,1981,80.0,37:08:00,7.59,16.45,0.24,1.43,2.6,3.69,1.9,5.2,6.95,7.04,2.89,0.39,4.04,3.89,18.01,0.4613981762917933,0.16783216783216784,0.7046070460704608
Kelly,Tripucka,DET,1981,82.0,37:32:00,7.76,15.62,0.06,0.29,6.04,7.56,1.8,2.0,5.4,3.29,1.13,0.22,3.68,2.94,21.61,0.4967989756722151,0.20689655172413793,0.798941798941799
Bobby,Jones,PHI,1981,76.0,28:41:00,5.47,9.7,0.0,0.04,3.46,4.38,0.8,3.5,5.17,2.49,1.65,1.49,2.0,2.78,14.41,0.5639175257731959,0.0,0.7899543378995434
Bob,Lanier,MIL,1981,74.0,26:56:00,5.5,9.85,0.0,0.03,2.46,3.27,1.0,3.71,5.24,2.96,0.96,0.78,2.23,2.85,13.46,0.5583756345177665,0.0,0.7522935779816513
George,Gervin,SAS,1981,79.0,35:39:00,12.57,25.19,0.13,0.45,7.03,8.13,1.81,3.15,4.96,2.32,0.96,0.58,2.79,2.72,32.29,0.49900754267566494,0.2888888888888889,0.8646986469864698
Gus,Williams,SEA,1981,80.0,35:53:00,9.66,19.9,0.11,0.51,4.0,5.43,1.15,1.91,3.05,6.86,2.26,0.49,2.48,2.04,23.44,0.485427135678392,0.21568627450980393,0.7366482504604052
Kareem,Abdul-Jabbar,LAL,1981,76.0,35:13:00,9.91,17.12,0.0,0.04,4.11,5.82,2.57,6.64,8.67,2.96,0.94,2.77,2.98,2.95,23.92,0.5788551401869159,0.0,0.7061855670103093
Adrian,Dantley,UTA,1981,76.0,39:41:00,11.09,19.66,0.0,0.03,7.96,10.12,3.0,3.79,6.22,4.07,1.33,0.21,3.57,3.07,30.14,0.5640895218718209,0.0,0.7865612648221344
Lonnie,Shelton,SEA,1981,81.0,33:01:00,6.27,12.91,0.0,0.1,2.32,2.96,1.96,4.31,6.28,3.11,1.31,0.4,2.48,3.91,14.86,0.4856700232378001,0.0,0.7837837837837838
Magic,Johnson,LAL,1981,78.0,38:20:00,7.13,13.28,0.08,0.37,4.22,5.55,3.72,6.07,9.63,9.53,2.68,0.56,3.74,2.87,18.55,0.5368975903614458,0.21621621621621623,0.7603603603603604
Jack,Sikma,SEA,1981,82.0,37:14:00,7.09,14.78,0.02,0.15,5.45,6.38,2.72,9.96,12.66,3.38,1.4,1.42,2.58,3.26,19.65,0.479702300405954,0.13333333333333333,0.8542319749216302
Moses,Malone,HOU,1981,76.0,41:57:00,11.7,22.62,0.0,0.08,7.71,10.09,8.03,8.27,14.72,1.8,0.92,1.53,3.02,2.61,31.11,0.5172413793103448,0.0,0.7641228939544104
Norm,Nixon,LAL,1981,82.0,36:52:00,7.66,15.54,0.04,0.17,2.21,2.73,0.49,1.17,2.22,7.95,1.95,0.06,2.59,3.23,17.56,0.49292149292149295,0.23529411764705882,0.8095238095238095
Dennis,Johnson,PHO,1981,80.0,36:42:00,7.21,15.25,0.1,0.51,4.99,6.19,1.75,3.26,5.13,4.61,1.31,0.69,2.91,3.16,19.51,0.4727868852459016,0.19607843137254902,0.8061389337641357
Bernard,King,GSW,1981,79.0,36:12:00,9.37,16.54,0.01,0.06,4.46,6.32,1.78,4.19,5.94,3.57,0.99,0.29,3.41,3.61,23.2,0.5665054413542926,0.16666666666666669,0.7056962025316456
Alex,English,DEN,1981,82.0,36:46:00,10.43,18.94,0.0,0.1,4.54,5.4,2.56,4.24,6.8,5.28,1.06,1.46,3.18,3.18,25.39,0.5506863780359028,0.0,0.8407407407407407
Isiah,Thomas,DET,1982,80.0,38:06:00,8.93,18.98,0.44,1.51,4.54,6.4,1.45,2.92,4.0,7.85,2.48,0.39,4.19,3.94,22.83,0.470495258166491,0.2913907284768212,0.709375
Larry,Bird,BOS,1982,79.0,37:44:00,9.46,18.75,0.28,0.97,4.44,5.29,2.62,8.52,11.01,5.8,1.89,0.91,3.2,2.49,23.63,0.5045333333333334,0.288659793814433,0.8393194706994329
Julius,Erving,PHI,1982,72.0,33:35:00,8.4,16.25,0.03,0.08,4.58,6.04,2.84,4.5,6.82,3.65,1.54,1.82,2.74,2.81,21.42,0.5169230769230769,0.375,0.7582781456953642
Moses,Malone,PHI,1982,78.0,37:28:00,8.38,16.73,0.0,0.0,7.69,10.1,6.07,9.82,15.35,1.29,1.07,2.01,3.23,2.64,24.46,0.5008965929468022,0.0,0.7613861386138614
Maurice,Cheeks,PHI,1982,79.0,31:15:00,5.11,9.43,0.01,0.06,2.29,3.04,0.72,1.72,2.65,6.87,2.33,0.39,2.19,2.3,12.53,0.5418875927889715,0.16666666666666669,0.7532894736842105
Sidney,Moncrief,MIL,1982,76.0,35:39:00,7.97,15.21,0.01,0.13,6.57,7.95,2.67,3.29,5.75,3.97,1.42,0.32,2.58,2.37,22.53,0.5239973701512163,0.07692307692307693,0.8264150943396227
Marques,Johnson,MIL,1982,80.0,35:39:00,9.04,17.75,0.05,0.25,3.3,4.49,2.48,4.42,7.03,4.54,1.25,0.7,2.44,2.64,21.43,0.5092957746478872,0.2,0.7349665924276169
Buck,Williams,NJN,1982,82.0,36:06:00,6.54,11.12,0.0,0.06,3.95,6.38,4.67,8.35,12.52,1.54,1.04,1.3,3.11,3.29,17.02,0.5881294964028777,0.0,0.6191222570532916
Robert,Parish,BOS,1982,78.0,31:22:00,7.94,14.42,0.0,0.01,3.47,4.97,3.4,7.34,10.6,1.81,1.03,1.82,2.29,2.85,19.35,0.550624133148405,0.0,0.6981891348088531
Andrew,Toney,PHI,1982,81.0,30:31:00,7.73,15.43,0.27,0.94,4.0,5.07,0.49,2.18,2.78,4.51,0.93,0.21,3.18,3.15,19.73,0.5009721322099806,0.2872340425531915,0.7889546351084812
Reggie,Theus,CHI,1982,81.0,34:54:00,9.15,19.1,0.26,1.15,5.32,6.64,1.09,2.3,3.68,5.91,1.89,0.2,4.0,3.43,23.88,0.4790575916230366,0.22608695652173916,0.8012048192771085
Bill,Laimbeer,DET,1982,81.0,35:02:00,5.35,10.73,0.02,0.16,2.99,3.77,3.53,9.09,12.15,3.21,0.58,1.54,2.21,3.93,13.7,0.4986020503261882,0.125,0.7931034482758621
Magic,Johnson,LAL,1982,79.0,36:47:00,6.47,11.81,0.0,0.27,3.85,4.81,2.65,6.02,8.65,10.49,2.25,0.54,3.87,2.53,16.78,0.5478408128704487,0.0,0.8004158004158005
Kareem,Abdul-Jabbar,LAL,1982,79.0,32:20:00,9.14,15.54,0.0,0.03,3.52,4.7,2.23,5.42,7.49,2.53,0.87,2.19,2.59,2.78,21.8,0.5881595881595882,0.0,0.7489361702127659
Maurice,Lucas,PHO,1982,77.0,33:35:00,6.43,13.57,0.01,0.04,3.61,4.62,2.82,7.78,10.38,2.84,0.73,0.56,2.87,3.56,16.48,0.4738393515106853,0.25,0.7813852813852813
Alex,English,DEN,1982,82.0,36:26:00,11.7,22.65,0.02,0.14,4.95,5.98,3.36,4.05,7.33,4.85,1.39,1.55,3.2,2.87,28.37,0.5165562913907285,0.14285714285714285,0.8277591973244147
David,Thompson,SEA,1982,75.0,28:44:00,5.93,12.33,0.03,0.14,3.97,5.07,1.28,2.32,3.6,2.96,0.65,0.43,2.17,1.89,15.87,0.48094079480940793,0.21428571428571425,0.7830374753451677
Jim,Paxson,POR,1982,81.0,33:49:00,8.42,16.33,0.05,0.31,4.79,5.9,0.84,1.31,2.15,2.85,1.73,0.21,1.93,1.98,21.68,0.5156154317207594,0.16129032258064518,0.811864406779661
Jack,Sikma,SEA,1982,75.0,34:11:00,6.45,13.91,0.0,0.11,5.33,6.37,2.83,8.6,11.43,3.11,1.17,0.87,2.53,3.51,18.24,0.46369518332135157,0.0,0.8367346938775511
Artis,Gilmore,SAS,1982,82.0,34:06:00,6.78,10.83,0.0,0.08,4.48,6.05,3.58,8.07,12.0,1.54,0.49,2.34,2.94,3.32,18.04,0.6260387811634349,0.0,0.7404958677685951
Jamaal,Wilkes,LAL,1982,80.0,31:53:00,8.55,16.13,0.0,0.08,2.54,3.35,1.89,2.41,4.29,2.28,1.0,0.22,1.95,2.76,19.64,0.5300681959082456,0.0,0.7582089552238805
Gus,Williams,SEA,1982,80.0,34:30:00,8.25,17.29,0.03,0.49,3.48,4.63,0.9,1.66,2.56,7.98,2.24,0.36,2.88,1.48,20.0,0.4771544245228456,0.061224489795918366,0.7516198704103672
George,Gervin,SAS,1982,78.0,36:16:00,9.71,19.91,0.15,0.45,6.63,7.77,1.42,3.21,4.58,3.33,1.1,0.85,3.09,3.12,26.19,0.48769462581617284,0.3333333333333333,0.8532818532818534
Kiki,Vandeweghe,DEN,1982,82.0,35:28:00,10.26,18.74,0.18,0.62,5.96,6.82,1.5,3.69,5.33,2.48,0.79,0.44,2.13,2.41,26.66,0.5474919957310566,0.29032258064516125,0.873900293255132
Isiah,Thomas,DET,1983,82.0,36:40:00,8.16,17.66,0.27,0.79,4.73,6.45,1.26,2.73,3.99,11.15,2.49,0.4,3.74,3.95,21.32,0.46206115515288787,0.34177215189873417,0.7333333333333334
Julius,Erving,PHI,1983,77.0,34:50:00,8.81,17.19,0.09,0.27,4.73,6.3,2.51,4.4,6.91,4.01,1.84,1.81,3.01,2.82,22.43,0.5125072716695753,0.3333333333333333,0.7507936507936509
Larry,Bird,BOS,1983,79.0,38:19:00,9.59,19.52,0.23,0.91,4.73,5.33,2.29,7.78,10.08,6.58,1.82,0.89,2.99,2.49,24.15,0.4912909836065574,0.25274725274725274,0.8874296435272045
Robert,Parish,BOS,1983,80.0,35:44:00,7.79,14.26,0.0,0.0,3.43,4.6,3.04,7.68,10.71,1.74,0.66,1.45,2.3,3.33,19.0,0.5462833099579243,0.0,0.7456521739130436
Sidney,Moncrief,MIL,1983,79.0,38:55:00,7.09,14.24,0.06,0.23,6.7,7.9,2.68,3.96,6.68,4.53,1.37,0.34,2.75,2.58,20.94,0.4978932584269663,0.2608695652173913,0.8481012658227848
Bernard,King,NYK,1983,77.0,34:38:00,10.32,18.06,0.0,0.05,5.68,7.29,1.6,3.52,5.12,2.13,0.97,0.22,2.56,3.55,26.32,0.5714285714285715,0.0,0.7791495198902606
Andrew,Toney,PHI,1983,78.0,32:46:00,7.6,14.42,0.15,0.49,5.0,5.96,0.73,1.74,2.47,4.78,0.9,0.29,3.77,3.21,20.36,0.5270457697642164,0.30612244897959184,0.8389261744966443
Bill,Laimbeer,DET,1983,82.0,34:55:00,6.74,12.73,0.0,0.13,3.85,4.45,4.01,8.22,12.23,1.82,0.6,1.02,1.8,3.33,17.34,0.5294579732914375,0.0,0.8651685393258427
Jeff,Ruland,WSB,1983,75.0,41:05:00,7.99,13.8,0.01,0.09,6.21,8.48,3.53,8.76,12.29,3.95,0.91,0.96,4.57,3.8,22.2,0.5789855072463768,0.11111111111111112,0.7323113207547169
Otis,Birdsong,NJN,1983,69.0,31:25:00,8.45,16.62,0.07,0.29,2.81,4.62,1.07,1.39,2.46,3.86,1.25,0.25,2.46,2.61,19.78,0.5084235860409145,0.24137931034482762,0.6082251082251082
Kevin,McHale,BOS,1983,82.0,31:25:00,7.16,12.87,0.01,0.04,4.1,5.35,2.54,4.9,7.44,1.27,0.28,1.54,1.83,2.96,18.43,0.5563325563325564,0.25,0.7663551401869159
Kelly,Tripucka,DET,1983,76.0,32:48:00,7.83,17.05,0.03,0.22,5.61,6.88,1.57,2.46,4.03,3.0,0.83,0.22,2.5,2.5,21.29,0.4592375366568915,0.13636363636363635,0.815406976744186
Kareem,Abdul-Jabbar,LAL,1983,80.0,32:46:00,8.95,15.48,0.0,0.01,3.56,4.93,2.11,5.23,7.34,2.64,0.69,1.79,2.76,2.64,21.46,0.5781653746770026,0.0,0.7221095334685599
Magic,Johnson,LAL,1983,67.0,38:18:00,6.58,11.64,0.09,0.43,4.33,5.34,1.48,5.85,7.33,13.06,2.24,0.73,4.57,2.52,17.58,0.5652920962199313,0.20930232558139533,0.8108614232209738
George,Gervin,SAS,1983,76.0,34:00:00,10.07,20.54,0.13,0.32,5.62,6.67,1.39,2.72,4.12,2.89,1.04,0.62,2.95,2.88,25.88,0.4902629016553067,0.40625,0.8425787106446777
Alex,English,DEN,1983,82.0,34:59:00,11.06,20.9,0.01,0.09,4.29,5.21,2.63,3.02,5.66,4.95,1.01,1.16,2.71,3.07,26.43,0.5291866028708134,0.11111111111111112,0.8234165067178503
Adrian,Dantley,UTA,1983,79.0,37:46:00,10.15,18.2,0.01,0.05,10.29,11.97,2.26,3.45,5.71,3.92,0.77,0.05,3.34,2.53,30.61,0.5576923076923077,0.19999999999999998,0.8596491228070174
Jack,Sikma,SEA,1983,82.0,36:30:00,7.02,14.09,0.0,0.02,5.01,5.85,2.74,8.37,11.11,3.99,1.16,1.12,2.88,3.67,19.06,0.4982256919801277,0.0,0.8564102564102565
Kiki,Vandeweghe,DEN,1983,78.0,35:03:00,11.47,20.55,0.14,0.38,6.33,7.44,1.08,3.71,4.78,3.05,0.68,0.65,2.0,2.4,29.42,0.5581508515815086,0.368421052631579,0.8508064516129031
Rickey,Green,UTA,1983,81.0,34:10:00,5.42,11.16,0.02,0.21,2.37,2.89,0.68,2.19,2.84,9.23,2.65,0.16,2.13,1.91,13.23,0.48566308243727596,0.09523809523809525,0.8200692041522492
Ralph,Sampson,HOU,1983,82.0,32:50:00,8.73,16.7,0.01,0.05,3.5,5.29,3.57,7.56,11.13,1.99,0.84,2.4,3.59,4.13,20.98,0.5227544910179641,0.19999999999999998,0.6616257088846881
Walter,Davis,PHO,1983,78.0,32:38:00,8.36,16.33,0.26,1.1,2.99,3.46,0.49,2.1,2.59,5.5,1.37,0.15,2.73,2.59,19.96,0.5119412124923454,0.23636363636363636,0.8641618497109828
Jim,Paxson,POR,1983,81.0,33:09:00,8.4,16.32,0.21,0.73,4.26,5.06,0.84,1.3,2.14,3.1,1.51,0.12,1.75,2.04,21.26,0.5147058823529412,0.2876712328767123,0.841897233201581
Mark,Aguirre,DAL,1983,79.0,36:42:00,11.71,22.34,0.19,0.7,5.89,7.86,2.04,3.9,5.94,4.53,1.04,0.27,3.59,3.11,29.49,0.5241718889883618,0.27142857142857146,0.7493638676844783
Magic,Johnson,LAL,1984,77.0,36:07:00,6.55,11.68,0.09,0.48,5.08,6.03,1.17,5.01,6.18,12.58,1.49,0.32,3.96,2.0,18.26,0.5607876712328768,0.1875,0.8424543946932006
Ralph,Sampson,HOU,1984,82.0,37:38:00,9.18,18.28,0.0,0.07,3.7,5.46,2.77,7.63,10.4,2.73,0.99,2.05,3.96,3.73,22.06,0.5021881838074398,0.0,0.6776556776556777
George,Gervin,SAS,1984,72.0,29:02:00,8.33,16.42,0.0,0.14,4.5,5.33,1.1,2.15,3.25,2.47,0.92,0.67,2.75,2.89,21.17,0.5073081607795371,0.0,0.8442776735459662
Kareem,Abdul-Jabbar,LAL,1984,79.0,33:10:00,9.15,15.28,0.0,0.01,3.66,5.0,2.06,5.81,7.87,3.13,0.77,2.05,2.51,3.03,21.96,0.5988219895287958,0.0,0.732
Adrian,Dantley,UTA,1984,55.0,35:50:00,9.31,17.53,0.0,0.0,7.96,9.91,2.69,3.18,5.87,3.38,1.04,0.15,3.11,2.42,26.58,0.5310895607529948,0.0,0.8032290615539859
Rolando,Blackman,DAL,1984,80.0,34:57:00,7.76,15.21,0.06,0.24,4.21,5.06,1.33,2.3,3.63,3.6,0.74,0.2,2.0,1.14,19.8,0.5101906640368178,0.25,0.8320158102766799
Norm,Nixon,LAC,1984,81.0,35:43:00,7.36,15.81,0.41,1.22,2.1,2.69,0.68,2.01,2.69,8.78,1.17,0.05,3.37,2.16,17.22,0.465528146742568,0.3360655737704918,0.7806691449814127
Larry,Nance,PHO,1984,61.0,36:05:00,8.44,14.38,0.02,0.03,2.95,4.16,3.22,5.53,8.79,2.61,1.44,1.7,2.18,3.03,19.85,0.5869262865090402,0.6666666666666667,0.7091346153846154
Hakeem,Olajuwon,HOU,1984,82.0,35:32:00,8.26,15.34,0.0,0.0,4.12,6.72,5.37,6.51,11.88,1.35,1.21,2.68,2.85,4.16,20.63,0.5384615384615384,0.0,0.6130952380952381
Alex,English,DEN,1984,80.0,36:02:00,11.6,22.34,0.01,0.06,4.76,5.74,2.54,3.09,5.63,4.24,1.25,0.58,3.09,3.18,27.98,0.5192479856759177,0.16666666666666669,0.8292682926829268
Jack,Sikma,SEA,1984,68.0,35:19:00,6.76,13.85,0.03,0.15,4.93,5.78,2.41,8.22,10.63,4.1,1.22,1.34,2.35,3.51,18.49,0.488086642599278,0.2,0.8529411764705882
Calvin,Natt,DEN,1984,77.0,33:57:00,8.78,16.1,0.0,0.04,5.79,7.3,2.65,5.14,7.79,3.01,0.95,0.43,2.42,2.35,23.35,0.5453416149068322,0.0,0.7931506849315069
Moses,Malone,PHI,1984,79.0,37:25:00,7.62,16.25,0.0,0.03,9.33,11.46,4.87,8.18,13.05,1.65,0.85,1.56,3.62,2.73,24.57,0.46892307692307694,0.0,0.8141361256544503
Larry,Bird,BOS,1984,80.0,39:30:00,11.48,22.0,0.7,1.64,5.04,5.71,2.05,8.48,10.53,6.64,1.58,1.23,3.1,2.6,28.69,0.5218181818181818,0.4268292682926829,0.8826619964973731
Isiah,Thomas,DET,1984,81.0,38:00:00,7.98,17.41,0.36,1.4,4.93,6.09,1.41,3.05,4.46,13.86,2.28,0.31,3.73,3.54,21.23,0.45835726593911547,0.2571428571428572,0.8095238095238095
Julius,Erving,PHI,1984,78.0,32:30:00,7.82,15.85,0.04,0.18,4.33,5.68,2.18,3.13,5.31,2.99,1.73,1.4,2.64,2.55,20.01,0.4933753943217666,0.22222222222222224,0.7623239436619719
Michael,Jordan,CHI,1984,82.0,38:20:00,10.21,19.82,0.11,0.63,7.68,9.1,2.04,4.48,6.51,5.87,2.39,0.84,3.55,3.48,28.21,0.5151362260343089,0.1746031746031746,0.843956043956044
Bernard,King,NYK,1984,55.0,37:27:00,12.56,23.69,0.02,0.18,7.75,10.04,2.07,3.69,5.76,3.71,1.24,0.27,3.64,3.47,32.89,0.5301815111861545,0.11111111111111112,0.7719123505976097
Sidney,Moncrief,MIL,1984,73.0,37:27:00,7.68,15.92,0.12,0.45,6.22,7.51,2.04,3.32,5.36,5.23,1.56,0.53,2.52,2.7,21.71,0.4824120603015075,0.26666666666666666,0.8282290279627164
Terry,Cummings,MIL,1984,79.0,34:27:00,9.62,19.41,0.0,0.01,4.34,5.86,3.1,5.97,9.08,2.89,1.51,0.85,2.41,3.34,23.58,0.49562081401339514,0.0,0.7406143344709897
Micheal,Ray Richardson,NJN,1984,82.0,38:08:00,8.41,17.93,0.35,1.4,2.93,3.82,1.9,3.67,5.57,8.16,2.95,0.27,3.02,3.38,20.11,0.4690462911321807,0.25,0.7670157068062828
Dennis,Johnson,BOS,1984,80.0,37:12:00,6.16,13.33,0.09,0.33,3.26,3.83,1.14,2.83,3.96,6.79,1.25,0.49,2.68,2.8,15.68,0.46211552888222057,0.2727272727272727,0.8511749347258485
Bill,Laimbeer,DET,1984,82.0,35:01:00,7.27,14.35,0.05,0.22,2.98,3.73,3.6,8.76,12.35,1.88,0.84,0.87,1.59,3.76,17.56,0.5066202090592334,0.2272727272727273,0.7989276139410187
Robert,Parish,BOS,1984,78.0,36:00:00,6.95,12.81,0.0,0.0,3.73,5.01,3.29,7.26,10.55,1.58,0.74,1.27,2.33,2.77,17.63,0.5425448868071819,0.0,0.7445109780439122
Isiah,Thomas,DET,1985,77.0,36:14:00,7.91,16.21,0.34,1.09,4.74,6.0,1.09,2.51,3.6,10.78,2.22,0.26,3.75,3.18,20.9,0.48797038864898207,0.3119266055045872,0.79
Larry,Bird,BOS,1985,82.0,37:55:00,9.71,19.59,1.0,2.37,5.38,6.0,2.32,7.5,9.82,6.79,2.02,0.62,3.24,2.22,25.79,0.49566105155691687,0.42194092827004215,0.8966666666666666
Moses,Malone,PHI,1985,74.0,36:34:00,7.72,16.84,0.0,0.01,8.34,10.59,4.58,7.2,11.78,1.22,0.92,0.96,3.47,2.62,23.77,0.4584323040380047,0.0,0.7875354107648725
Sidney,Moncrief,MIL,1985,73.0,35:09:00,6.44,13.18,0.45,1.38,6.82,7.95,1.59,2.99,4.58,4.89,1.41,0.25,2.38,2.44,20.15,0.48861911987860396,0.3260869565217392,0.8578616352201258
Julius,Erving,PHI,1985,74.0,33:25:00,7.04,14.66,0.12,0.43,3.91,4.97,2.28,2.72,5.0,3.35,1.54,1.11,2.89,2.65,18.11,0.48021828103683495,0.27906976744186046,0.7867203219315896
Buck,Williams,NJN,1985,81.0,37:23:00,6.06,11.62,0.0,0.04,3.7,5.48,4.04,8.0,12.04,1.57,0.9,1.17,2.98,3.58,15.83,0.5215146299483648,0.0,0.6751824817518248
Kevin,McHale,BOS,1985,68.0,35:15:00,8.25,14.38,0.0,0.0,4.79,6.18,2.51,5.59,8.1,2.66,0.43,1.97,2.19,2.82,21.29,0.5737134909596662,0.0,0.7750809061488674
